path,title,modified,purpose,version_or_milestone,currentness,duplicate_or_superseded,audience,value,recommended_action,explanation
Pipeline/Tools/MKVToolNix/doc/licenses/nlohmann-json-MIT.txt,MIT License,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,same title as Pipeline/Tools/MKVToolNix/doc/licenses/pugixml-MIT.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same title as Pipeline/Tools/MKVToolNix/doc/licenses/pugixml-MIT.txt"
Pipeline/Tools/MKVToolNix/doc/licenses/pugixml-MIT.txt,MIT License,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,same title as Pipeline/Tools/MKVToolNix/doc/licenses/nlohmann-json-MIT.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same title as Pipeline/Tools/MKVToolNix/doc/licenses/nlohmann-json-MIT.txt"
Pipeline/Tools/MKVToolNix/doc/licenses/QtWaitingSpinner-MIT.txt,The MIT License (MIT),2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
Pipeline/Tools/MKVToolNix/doc/NEWS.txt,"Version 98.0 ""Chonks"" 2026-04-05",2026-05-20 12:16,runtime/tool placeholder or dependency text,"V3, V5, V4, V6, 6.0.0",Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
Pipeline/Tools/MKVToolNix/doc/README.txt,Table of contents,2026-05-20 12:16,README or setup/navigation document,"V6, V3",Current dependency/package material,same filename as DesktopApp/Runtime/Python/Lib/idlelib/Icons/README.txt; DesktopApp/Runtime/Python/Lib/idlelib/idle_test/README.txt; DesktopApp/Runtime/Python/Lib/idlelib/README.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same filename as DesktopApp/Runtime/Python/Lib/idlelib/Icons/README.txt; DesktopApp/Runtime/Python/Lib/idlelib/idle_test/README.txt; DesktopApp/Runtime/Python/Lib/idlelib/README.txt"
Pipeline/Tools/MKVToolNix/examples/example-timestamps-v1.txt,timestamp format v1,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
Pipeline/Tools/MKVToolNix/examples/example-timestamps-v2.txt,timestamp format v2,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
Pipeline/Tools/MKVToolNix/README_mkvtoolnix_here.txt,Drop MKVToolNix in this folder.,2026-05-20 12:16,README or setup/navigation document,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
Docs/archive/docs-housekeeping/2026-05-20-review/consolidated-after-extraction/Docs/architecture/DEPLOYABILITY_CHECKLIST.md,MediaPipelineRemuxEncodeAIO V5 Deployability Checklist,2026-05-20 12:16,archived historical/quarantine documentation,"V5, PG-3, 2026-05-18",Superseded after extraction,no obvious duplicate,historical/archive-only,35,MERGE_INTO_CANONICAL,"Already archived; useful only as historical evidence, rollback context, or prior audit trail. Useful content has been or should be represented in active canonical docs."
Docs/archive/docs-housekeeping/2026-05-20-review/consolidated-after-extraction/Docs/architecture/TAURI_WEBVIEW_PARITY_MATRIX.md,Tauri/WebView2 Daily-Use Parity Matrix,2026-05-20 12:16,archived historical/quarantine documentation,"V5, 2026-05-14, 2026-05-15",Superseded after extraction,no obvious duplicate,historical/archive-only,35,MERGE_INTO_CANONICAL,"Already archived; useful only as historical evidence, rollback context, or prior audit trail. Useful content has been or should be represented in active canonical docs."
Docs/archive/docs-housekeeping/2026-05-20-review/consolidated-after-extraction/Docs/DesktopApp/docs/FEATURE_OUTLINE_AND_SOFTWARE_COMPARISON.md,MediaPipelineRemuxEncodeAIO V5 Feature Outline,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V4",Superseded after extraction,no obvious duplicate,historical/archive-only,35,MERGE_INTO_CANONICAL,"Already archived; useful only as historical evidence, rollback context, or prior audit trail. Useful content has been or should be represented in active canonical docs."
Docs/archive/docs-housekeeping/2026-05-20-review/consolidated-after-extraction/Docs/DesktopApp/README_MediaPipelineRemuxEncodeAIO_DesktopApp.md,MediaPipelineRemuxEncodeAIO Desktop App,2026-05-20 12:16,archived historical/quarantine documentation,V5,Superseded after extraction,no obvious duplicate,historical/archive-only,35,MERGE_INTO_CANONICAL,"Already archived; useful only as historical evidence, rollback context, or prior audit trail. Useful content has been or should be represented in active canonical docs."
Docs/archive/docs-housekeeping/2026-05-20-review/consolidated-after-extraction/HOUSEKEEPING_REVIEW.md,HOUSEKEEPING REVIEW,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V4, Wave B, 2026-05-19, 2026-05-20",Superseded after extraction,no obvious duplicate,historical/archive-only,35,MERGE_INTO_CANONICAL,"Already archived; useful only as historical evidence, rollback context, or prior audit trail. Useful content has been or should be represented in active canonical docs."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/admin-audits/BROWSER_SMOKE_CATALOG_SORT_FINDINGS.md,Browser Smoke Ordering and Catalog Sort Findings,2026-05-20 12:16,archived historical/quarantine documentation,2026-05-14,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/admin-audits/CHANGELOG_NAVIGATION_HEALTH_REVIEW.md,Changelog Navigation Health Review,2026-05-20 12:16,archived historical/quarantine documentation,"2026-05-14, 2026-05-08, 2026-05-10, 2026-05-11, 2026-05-12",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/admin-audits/COMMAND_HISTORY_OWNER_COVERAGE_AUDIT.md,Command History Owner Coverage Audit,2026-05-20 12:16,archived historical/quarantine documentation,2026-05-14,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/admin-audits/DIAGNOSTICS_TARGET_SYNC_AUDIT.md,Diagnostics Target Docs Sync Audit,2026-05-20 12:16,archived historical/quarantine documentation,"2026-05-14, 2026-05-15",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/admin-audits/GENERATED_VENDOR_EXCLUSION_REVIEW.md,Generated/Vendor Artifact Exclusion Review,2026-05-20 12:16,archived historical/quarantine documentation,2026-05-14,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/admin-audits/MARKDOWN_LINK_FILE_EXISTENCE_SWEEP.md,Markdown Link and File-Existence Sweep,2026-05-20 12:16,archived historical/quarantine documentation,2026-05-14,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/admin-audits/NETWORK_READONLY_WORDING_AUDIT.md,Network Read-Only Language Audit,2026-05-20 12:16,archived historical/quarantine documentation,"V5, 2026-05-14, 2026-05-15",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/admin-audits/OPERATOR_COPY_CONSISTENCY_REVIEW.md,Operator Copy Vocabulary Consistency Review,2026-05-20 12:16,archived historical/quarantine documentation,2026-05-14,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/admin-audits/PENDING_PUBLISH_DOCS_FRESHNESS_REVIEW.md,Pending Publish Documentation Freshness Review,2026-05-20 12:16,archived historical/quarantine documentation,"2026-05-14, 2026-05-15",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/admin-audits/POWERSHELL_HOST_WORDING_AUDIT.md,PowerShell Host Wording Audit,2026-05-20 12:16,archived historical/quarantine documentation,2026-05-14,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/admin-audits/RENAME_DOCS_FRESHNESS_REVIEW.md,Rename Documentation Freshness Review,2026-05-20 12:16,archived historical/quarantine documentation,"2026-05-14, 2026-05-15",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/admin-audits/RUNTIME_ARTIFACT_SORTING_NOTES.md,Runtime Artifact Classification Sort Notes,2026-05-20 12:16,archived historical/quarantine documentation,2026-05-14,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/admin-audits/SCHEDULE_STALE_READONLY_WORDING_AUDIT.md,Stale Schedule Read-Only Wording Audit,2026-05-20 12:16,archived historical/quarantine documentation,2026-05-14,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/admin-audits/STALE_DOCS_TODO_AUDIT.md,Stale Docs / TODO Audit,2026-05-20 12:16,archived historical/quarantine documentation,"V3, V4, V5, 2026-05-14, 2026-05-07",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/admin-audits/WEBVIEW_DOM_ID_DEAD_REFERENCE_AUDIT.md,WebView DOM ID Dead Reference Audit,2026-05-20 12:16,archived historical/quarantine documentation,"2026-05-14, 2026-05-15",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/admin-audits/WEBVIEW_DOM_ID_NAMESPACE_AUDIT.md,WebView DOM ID Namespace Audit,2026-05-20 12:16,archived historical/quarantine documentation,not stated,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/admin-audits/WEBVIEW_OPERATOR_COPY_AUDIT.md,WebView Operator Copy Consistency Audit,2026-05-20 12:16,archived historical/quarantine documentation,not stated,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/admin-audits/WEBVIEW_SMOKE_BOUNDARY_TEXT_AUDIT.md,WebView Smoke Wrapper Boundary Text Audit,2026-05-20 12:16,archived historical/quarantine documentation,2026-05-15,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-audits/CHANGELOG_NAVIGATION_PROPOSAL.md,Changelog Navigation and Pruning Proposal,2026-05-20 12:16,archived historical/quarantine documentation,"V5, 2026-05-14, 2026-05-08, 2026-05-10, 2026-05-11",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-audits/CLAUDE_REVIEW_TARGETS_RECENT_WEBVIEW_HARDENING.md,Claude Review Targets: Recent WebView Evidence Hardening,2026-05-20 12:16,archived historical/quarantine documentation,"V4, 2026-05-15",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-audits/COMMAND_HISTORY_CONSISTENCY_AUDIT.md,Command History Consistency Audit,2026-05-20 12:16,archived historical/quarantine documentation,not stated,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-audits/DIAGNOSTICS_TARGET_ALLOWLIST_AUDIT.md,Diagnostics Target Allowlist Audit,2026-05-20 12:16,archived historical/quarantine documentation,2026-05-14,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-audits/FRONTEND_MODULE_SIZE_COHESION_REPORT.md,Frontend Module Size / Cohesion Report,2026-05-20 12:16,archived historical/quarantine documentation,"V5, 2026-05-14",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-audits/NETWORK_READ_ONLY_PARITY_AUDIT.md,Network Read-Only Parity Audit,2026-05-20 12:16,archived historical/quarantine documentation,not stated,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-audits/PACKAGING_MANIFEST_REVIEW.md,Packaging Manifest Review,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V4, 2026-05-14",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-audits/REAL_MEDIA_VALIDATION_EVIDENCE_TEMPLATE_REVIEW.md,Real-Media Validation Evidence Template Review,2026-05-20 12:16,archived historical/quarantine documentation,"V5, 2026-05-14, 2026-05-15",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-audits/RELEASE_SELF_TEST_LAYOUT_AUDIT.md,Release Self-Test Layout Inventory Check,2026-05-20 12:16,archived historical/quarantine documentation,"V5, 2026-05-15, 2026-05-14",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-audits/STAGE16_UI_REF_AUDIT.md,Stage 16 — UI Design Reference Audit,2026-05-20 12:16,archived historical/quarantine documentation,2026-05-17,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-audits/TAURI_ASSET_GATE_FRAGMENT_AUDIT.md,Tauri Asset Gate Fragment Audit,2026-05-20 12:16,archived historical/quarantine documentation,2026-05-15,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-audits/V5_MODULE_OWNERSHIP_REVIEW_ADDENDUM.md,V5 Module Ownership Review Addendum,2026-05-20 12:16,archived historical/quarantine documentation,V5,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-audits/WEBVIEW_APIPOST_MUTATION_REVIEW.md,WebView apiPost Mutation Boundary Review,2026-05-20 12:16,archived historical/quarantine documentation,"2026-05-14, 2026-05-15",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-audits/WEBVIEW_OPERATOR_ERROR_MESSAGE_REVIEW.md,WebView Operator Error Message Review,2026-05-20 12:16,archived historical/quarantine documentation,2026-05-14,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-checklists/ADMIN_TASK_COMPLETION_BOARD.md,Admin Task Completion Board,2026-05-20 12:16,archived historical/quarantine documentation,"V3, V4, V5, 2026-05-14, 2026-05-15",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-checklists/CHECKLIST_ARCHIVE_REVIEW.md,Completed Checklist Archive Review,2026-05-20 12:16,archived historical/quarantine documentation,"V4, 2026-05-14, 2026-05-06",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-checklists/CODE_CLEANUP_CHECKLIST.md,MediaPipelineRemuxEncodeAIO V4 Code Cleanup Archive,2026-05-20 12:16,archived historical/quarantine documentation,"V4, 2026-05-06",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-checklists/CONTROL_SURFACE_HARDENING_CHECKLIST.md,MediaPipelineRemuxEncodeAIO V4 Control Surface Hardening Archive,2026-05-20 12:16,archived historical/quarantine documentation,"V4, 2026-05-06",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-checklists/GOD_FILE_SPLIT_PLAN.md,God File Split Plan,2026-05-20 12:16,archived historical/quarantine documentation,"PG-2, Wave 6, Wave 4, Wave 5, Wave 1",Historical/archive-only,same filename as Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/proposals/GOD_FILE_SPLIT_PLAN.md,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail. Duplicate/supersession signal: same filename as Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/proposals/GOD_FILE_SPLIT_PLAN.md"
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-checklists/GOD_FILE_SPLIT_WAVE6_PLAN.md,God File Split — Wave 6 Directive,2026-05-20 12:16,archived historical/quarantine documentation,"Wave 6, Wave numbering, Wave 4, Wave 5, wave follows",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-checklists/NETWORK_MODE_CHECKLIST.md,Network Mode Implementation Archive,2026-05-20 12:16,archived historical/quarantine documentation,2026-05-06,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-checklists/UI_CHECKLIST.md,MediaPipeline Desktop App UI Improvement Archive,2026-05-20 12:16,archived historical/quarantine documentation,2026-05-06,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-checklists/UI_CHECKLIST_2.md,MediaPipeline Desktop App UI Improvement Archive 2,2026-05-20 12:16,archived historical/quarantine documentation,2026-05-06,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-checklists/UI_CHECKLIST_3.md,MediaPipeline Desktop App UI Cleanup And Usability Archive,2026-05-20 12:16,archived historical/quarantine documentation,2026-05-06,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-checklists/V5_HOUSEKEEPING_BEFORE_TRANSITION_RESUME.md,V5 Housekeeping Before Resuming Tauri/WebView2 Transition,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V4, 2026-05-14",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-checklists/V5_PROGRESS_BARS_PLAN.md,V5 Progress Bars Plan,2026-05-20 12:16,archived historical/quarantine documentation,"V5, 2026-05-17, 2026-05-19, 2026-05-18",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/historical-plans/ACTIVE_FIX_CHECKLIST_20260520_ARCHIVED.md,Active Fix Checklist,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V4, PG-2, PG-3, Wave B",Historical/archive-only,same title as Docs/ACTIVE_FIX_CHECKLIST.md,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail. Duplicate/supersession signal: same title as Docs/ACTIVE_FIX_CHECKLIST.md"
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/historical-plans/V5_TAURI_TRANSITION_CURRENT_PLAN_20260520_ARCHIVED.md,MediaPipelineRemuxEncodeAIO V5 Tauri/WebView2 Transition Current Plan,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V4, PG-3, PG-1, PG-2",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/historical-plans/V5_TRANSITION_REVIEW_FIX_CHECKLIST_20260520_ARCHIVED.md,V5 Transition Review Fix Checklist,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V4, PG-3, 2026-05-18",Historical/archive-only,same title as V5_TRANSITION_REVIEW_FIX_CHECKLIST.md,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail. Duplicate/supersession signal: same title as V5_TRANSITION_REVIEW_FIX_CHECKLIST.md"
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/historical-plans/V5_TRANSITION_STATUS_BOARD_20260520_ARCHIVED.md,V5 Transition Status Board,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V4, PG-3, PG-2, 2026-05-19",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/historical-reviews/GUI_FRAMEWORK_DECISION_AND_MIGRATION_PLAN.md,GUI Framework Decision And Migration Plan,2026-05-20 12:16,archived historical/quarantine documentation,"V4, 2026-05-07",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/historical-reviews/TAURI_WEBVIEW2_TRANSITION_GROUNDWORK.md,Tauri/WebView2 Transition Groundwork,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V4, 2026-05-07",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/historical-reviews/V3_RELIABILITY_NOTES.md,V5 Reliability Baseline Inherited From V4 Hardening,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V4",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/historical-reviews/V4_MIGRATION_NOTES.md,MediaPipelineRemuxEncodeAIO V4 Migration Notes,2026-05-20 12:16,archived historical/quarantine documentation,"V4, V3",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/ui-impl-specs/V5_UI_IMPL_STAGE11_CLAUDE.md,V5 UI Implementation — Stage 11 (Claude),2026-05-20 12:16,archived historical/quarantine documentation,V5,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/ui-impl-specs/V5_UI_IMPL_STAGE12_CLAUDE.md,V5 UI Implementation — Stage 12 (Claude),2026-05-20 12:16,archived historical/quarantine documentation,V5,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
